text,actual,method,pred_label,pred_binary,category,confidence,score_toxic,rationale,latency,tokens_per_sec,valid_json,tries,raw_output
"There won't be church left.  Don't they realize most young people simply can't understand the idea of excluding women?  For my grandkids the only exclusions they find reasonable are physical such as strength in order to be a Ranger in the army or a fireperson yet women are even challenging those things.  The young people are not staying with the Church and I can see why.  They like the social good Pope Francis is pushing but the idea of women being unequal is too much for them.  It's simply a showstopper, something like saying the earth is flat.  The old men of the Church can't see that the young have left those kind of ideas behind and churches that espouse them also.",0,B_loglik,NON_TOXIC,0.0,none,0.9390736818313599,0.060926273465156555,Decision selected using log-likelihood scoring.,1283.7119102478027,,True,1,"p_toxic=0.0609, p_non_toxic=0.9391"
I love the ultra-christian right winger standing in a gas chamber warning us about ultra right wing christians from Europe some 70 odd years ago in order to advance his re-election efforts.  Hypocrtie.  Coward.,1,B_loglik,TOXIC,1.0,other,0.596433162689209,0.596433162689209,Decision selected using log-likelihood scoring.,888.9634609222412,,True,1,"p_toxic=0.5964, p_non_toxic=0.4036"
"I note that mental health is mentioned only in passing, and analysis on shooter motives is missing. The problem of gun violence will not abate as long as there is myopic focus on ""tightening gun laws."" Statistics should also reflect whether a shooter was sane, radicalized, involved in gang or organized crime, et cetera. The biggest mistake the Left makes in this discourse is to believe that if you just limit guns, you limit murder. 
Besides the NRA, hubris is a problem.",0,B_loglik,NON_TOXIC,0.0,none,0.9458106160163879,0.05418933928012848,Decision selected using log-likelihood scoring.,1102.1931171417236,,True,1,"p_toxic=0.0542, p_non_toxic=0.9458"
"To take a quote from the political party who brought you the ACA (Obama Care) ""Barry Lied YOU GET SICK AND DIE""  Sorry to say but true.. how is the AFFORDABLE Care Act working?  Forty percent raise in rates, $5000.00 deductible, paperwork on and on unable to schedule a timely appointment. I'll fly to Mexico or Thailand and get any major procedure, I'd die waiting for treatment here. We all complain about programs not working,  I never saw anyone flying to CUBA , Canada, or Europe for medical care, every one comes here... no more.  Good luck with your utopia for all.  ""Life is tough, if your stupid it's TOUGHER."" (J Wayne)",1,B_loglik,DEFER,,other,0.0,0.39606812596321106,Low confidence NON_TOXIC decision.,1279.2632579803467,,True,1,"p_toxic=0.3961, p_non_toxic=0.6039"
"Oh really? You're the first one shouting foul now that the white male patriarchy is teetering and starting to fall. Your time is over, but you can't accept that, can you? Your lifestyle at the top of the food chain can't stand on its own and it's going away, but all you do is whine about it.",0,B_loglik,TOXIC,1.0,other,0.9333853125572205,0.9333853125572205,Decision selected using log-likelihood scoring.,1082.9987525939941,,True,1,"p_toxic=0.9334, p_non_toxic=0.0666"
"Trump's ridiculous executive orders are just as ridiculous as ever. So far we know nothing about who was responsible for what happened in London but if it's anything like other recent attacks, it was nothing to do with immigrants, refugees or guys in the country on visas. Most recent attacks have been by local nationals and Trump's foolishness will not affect that one iota.",1,B_loglik,NON_TOXIC,0.0,none,0.9407896995544434,0.05921024829149246,Decision selected using log-likelihood scoring.,1080.5861949920654,,True,1,"p_toxic=0.0592, p_non_toxic=0.9408"
"Gee How could that Be...??? beautiful downtown MOUNTAIN VIEW???...Where the Chronic Enebriates Mingle with the Chronic Care Patients..Gee How could that Be..??? What with Catholic Services Dumping Somali's in with the rest of the Below the Poverty Line Population..
Mountain View isn't a Community....It's a Deposit Box for the Human Refuse of Anchorage, that Anchorage doesn't want to,.. or Cant Deal With.....Enuf Said",1,B_loglik,TOXIC,1.0,other,0.9085468649864197,0.9085468649864197,Decision selected using log-likelihood scoring.,1099.9109745025635,,True,1,"p_toxic=0.9085, p_non_toxic=0.0915"
"And it only cost $10 trillion dollars doubling the national debt in 8 years. Obama has racked up more debt than all other presidents combined.

How's the billions wasted on debt servicing every month?

And your ""self-sufficiency with oil"" is a lot of garbage",1,B_loglik,TOXIC,1.0,other,0.6371436715126038,0.6371436715126038,Decision selected using log-likelihood scoring.,883.2831382751465,,True,1,"p_toxic=0.6371, p_non_toxic=0.3629"
"But Real Albertans don't need no stinking models. Everything positive about confederation, Every Single Good enjoyed by Every Canadian Everywhere, including those ungrateful bastards in Quebec, is paid for exclusively by money stollen from Albertans.

This is an article of faith. As you can see in the comments here. T",1,B_loglik,DEFER,,other,0.0,0.34334173798561096,Low confidence NON_TOXIC decision.,891.0984992980957,,True,1,"p_toxic=0.3433, p_non_toxic=0.6567"
"This series of articles misses an important outcome beyond the ""double billing"" kerfuffle ! Anybody with the money can simply have procedures done in the USA and thus escape any Canadian health care system turmoil. A further indictment of the politicised mismanagement that is our ""free"" and ""superior"" health care. 

The ultimate problem is that ( my experience ) access to and scheduling of any major health care procedure is subject to the unpredictable whims of the system. No thanks.

As for the current emphasis on bashing doctors - any that I ever knew worked hard long hours to pass through medical school and then in their practice. One may ask similar performance and dedication from our journalists - and patients demanding ""free"" care !",0,B_loglik,NON_TOXIC,0.0,none,0.9559389352798462,0.044061049818992615,Decision selected using log-likelihood scoring.,1269.399881362915,,True,1,"p_toxic=0.0441, p_non_toxic=0.9559"
3.4 million.  Oops.,0,B_loglik,NON_TOXIC,0.0,none,0.9909304976463318,0.009069515392184258,Decision selected using log-likelihood scoring.,767.8308486938477,,True,1,"p_toxic=0.0091, p_non_toxic=0.9909"
"Justifying sleeping in meetings by saying they ""work hard"" shows a tremendous entitlement.  He is not fit nor does he deserve to serve the people of Alaska, if that's what we could even call it.  The current class of legislators has only demonstrated a willingness to serve their own reelection purposes.  Please Alaska show some common sense and don't elect this clown again.",1,B_loglik,TOXIC,1.0,other,0.9333701133728027,0.9333701133728027,Decision selected using log-likelihood scoring.,1085.5789184570312,,True,1,"p_toxic=0.9334, p_non_toxic=0.0666"
"It looks like Goldberg is not happy about the GOP becoming little more than a white identity death cult. Sadly, the Republican elite have no one to blame but themselves. They spent 50 years recruiting the Dixicrats and various white supremacists and bigots into the GOP. Now the barbarians want to run the show and they have the perfect leader to burn down the theater. Trump has no empathy for anyone, and that suits the GOP base just fine. Goldberg should be concerned. As a Jew, his white privilege card is only conditional in this country.",1,B_loglik,DEFER,,other,0.0,0.1870955377817154,Low confidence NON_TOXIC decision.,1111.027479171753,,True,1,"p_toxic=0.1871, p_non_toxic=0.8129"
"No greater threat facing America than the lunatic left. Far more dangerous than ISIS, the left has attacked every aspect of traditional American life, and now looks at every opportunity to block free speech. The lunatic left runs hand in hand with the Alt right. They should be shunned by all.  Now with the jig finally up on Clinton, and the so called Russian collusion scandal facts coming to light, let's all watch how hard the media looks to bury the real story. Snakes.",1,B_loglik,TOXIC,1.0,other,0.9334307909011841,0.9334307909011841,Decision selected using log-likelihood scoring.,1103.4104824066162,,True,1,"p_toxic=0.9334, p_non_toxic=0.0666"
Just eliminate the individual mandate and I'll be happy.  Makes no sense for Comgress to tax people who choose not to engage in commerce.  Makes me wonder if Congress will tax those of us who sew our own clothes or grow our our food instead of shopping at clothing and food stores.  No reason why they could not - the door is now open to make us buy anything they want.  It's Nanny State insanity.,0,B_loglik,TOXIC,1.0,other,0.8437986373901367,0.8437986373901367,Decision selected using log-likelihood scoring.,1090.2621746063232,,True,1,"p_toxic=0.8438, p_non_toxic=0.1562"
"If there were evidence to establish that, then there could be no legal consent, if there were evidence to establish that.",0,B_loglik,DEFER,,other,0.0,0.1330205500125885,Low confidence NON_TOXIC decision.,862.7443313598633,,True,1,"p_toxic=0.1330, p_non_toxic=0.8670"
Dean - repeat that to yourself every time you post and things will get better for you.,0,B_loglik,DEFER,,other,0.0,0.49218809604644775,Low log-likelihood confidence below tau=0.52.,861.9863986968994,,True,1,"p_toxic=0.4922, p_non_toxic=0.5078"
"Except he didn't.  He's 6 foot 2 or so and towers over the king. He stooped to have an award with ribbon put over his head by the short in stature king. 

Please don't repeat the Washington Post story.  It was silly.",1,B_loglik,DEFER,,other,0.0,0.10445448756217957,Low confidence NON_TOXIC decision.,886.9991302490234,,True,1,"p_toxic=0.1045, p_non_toxic=0.8955"
"Many places have ordinances requiring buried power distribution lines in new development subdivisions with multiple lots. It's more expensive, yes, but far easier to implement at the time of construction and the costs are passed on to the new homeowner. It virtually eliminates maintenance and outages at the end point and improves the aesthetics and property valuation.

I think most people up here have come to accept that there will be at least a few notable power outages every year as a result of ice/snow, electrified squirrels, wind, fallen branches and random acts of the universe, but there's a lot of room for improvement both from a performance (maintenance cost/reliability) standpoint as well as a forward thinking development perspective.

One thing's for sure, though, Anchorage is one ugly city from a visible utility line point of view.",0,B_loglik,NON_TOXIC,0.0,none,0.9966200590133667,0.003379951696842909,Decision selected using log-likelihood scoring.,1285.0396633148193,,True,1,"p_toxic=0.0034, p_non_toxic=0.9966"
Fucking useless turd of a country...,1,B_loglik,DEFER,,other,0.0,0.21223202347755432,Low confidence NON_TOXIC decision.,846.9529151916504,,True,1,"p_toxic=0.2122, p_non_toxic=0.7878"
"Trump's scorched earth 2016 Presidential campaign has polarized the USA to an extent that it hasn't been since Civil War times.

Suspect that many US States will openly defy Presidential decisions and his lame attempts to rule by Presidential Tweet... or is that twit ?",1,B_loglik,DEFER,,other,0.0,0.24807852506637573,Low confidence NON_TOXIC decision.,886.3093852996826,,True,1,"p_toxic=0.2481, p_non_toxic=0.7519"
"And shockingly Faux news twists this story into this headline:
""Dems suddenly scrambling to come up with ObamaCare fix""
....idiots and their followers.",1,B_loglik,DEFER,,other,0.0,0.3558868169784546,Low confidence NON_TOXIC decision.,871.0343837738037,,True,1,"p_toxic=0.3559, p_non_toxic=0.6441"
Another lie by Trump! I will be every bodies President!  NOT! This is going to be a long and bumpy ride. Please people don't let the Left or the right pit us against each other. There are a lot of wrongs in our country but none of them will get better by fighting each other. The Trump supporters voted for a change. Please let's not take each other's rights away!,0,B_loglik,TOXIC,1.0,other,0.9606759548187256,0.9606759548187256,Decision selected using log-likelihood scoring.,1083.1904411315918,,True,1,"p_toxic=0.9607, p_non_toxic=0.0393"
